date,price,market_cap,volume,cryptocurrency,symbol,percent_change_24h
2015-11-01,95.2147,15234358934.1,271128057.91,Binance Coin,BNB,-17.3632
2015-12-01,115.2328,18437254871.94,752811732.09,Binance Coin,BNB,21.0242
2016-01-01,100.7211,16115375893.99,226479858.48,Binance Coin,BNB,-12.5934
2016-02-01,104.0451,16647209067.25,252186835.11,Binance Coin,BNB,3.3002
2016-03-01,108.4223,17347566694.38,931470561.25,Binance Coin,BNB,4.2071
2016-04-01,113.9355,18229678546.19,955191136.81,Binance Coin,BNB,5.0849
2016-05-01,111.9451,17911215038.21,390709632.21,Binance Coin,BNB,-1.747
2016-06-01,106.4041,17024662749.8,336766247.48,Binance Coin,BNB,-4.9497
2016-07-01,102.4664,16394628136.69,259166038.36,Binance Coin,BNB,-3.7007
2016-08-01,119.6654,19146468628.29,872498498.05,Binance Coin,BNB,16.785
2016-09-01,112.6091,18017458022.38,226332246.77,Binance Coin,BNB,-5.8967
2016-10-01,113.2932,18126908445.17,241133850.64,Binance Coin,BNB,0.6075
2016-11-01,108.769,17403044469.19,322534695.83,Binance Coin,BNB,-3.9933
2016-12-01,117.8216,18851458175.84,28143784.54,Binance Coin,BNB,8.3228
2017-01-01,459.0335,73445366085.42,376568359.71,Binance Coin,BNB,289.6005
2017-02-01,469.9013,75184201459.67,335669709.77,Binance Coin,BNB,2.3675
2017-03-01,502.8513,80456201534.96,693997633.12,Binance Coin,BNB,7.0121
2017-04-01,462.929,74068633424.97,152007249.5,Binance Coin,BNB,-7.9392
2017-05-01,524.0312,83844994766.06,456024514.59,Binance Coin,BNB,13.1991
2017-06-01,525.5027,84080431606.9,126761287.68,Binance Coin,BNB,0.2808
2017-07-01,479.9282,76788511983.8,696585015.6,Binance Coin,BNB,-8.6726
2017-08-01,508.9752,81436035511.96,961228749.75,Binance Coin,BNB,6.0524
2017-09-01,481.2162,76994593965.57,974473579.67,Binance Coin,BNB,-5.4539
2017-10-01,482.0106,77121702482.82,836812331.59,Binance Coin,BNB,0.1651
2017-11-01,467.7659,74842538948.85,803973531.49,Binance Coin,BNB,-2.9553
2017-12-01,472.9132,75666105386.04,209744593.33,Binance Coin,BNB,1.1004
2018-01-01,260.2678,41642848700.8,708036453.77,Binance Coin,BNB,-44.965
2018-02-01,267.4803,42796848824.95,419638952.66,Binance Coin,BNB,2.7712
2018-03-01,270.592,43294722913.85,671231269.76,Binance Coin,BNB,1.1633
2018-04-01,254.5151,40722422995.19,196432098.48,Binance Coin,BNB,-5.9414
2018-05-01,243.4328,38949253304.23,299850124.79,Binance Coin,BNB,-4.3543
2018-06-01,257.0834,41133349719.7,962109609.02,Binance Coin,BNB,5.6075
2018-07-01,242.07,38731202169.53,683292981.5,Binance Coin,BNB,-5.8399
2018-08-01,264.9224,42387589551.43,128198659.32,Binance Coin,BNB,9.4404
2018-09-01,238.2322,38117144375.18,721426012.55,Binance Coin,BNB,-10.0748
2018-10-01,242.423,38787675145.87,3165161.87,Binance Coin,BNB,1.7591
2018-11-01,258.4076,41345212632.21,505268416.87,Binance Coin,BNB,6.5937
2018-12-01,259.8043,41568685811.08,524096624.87,Binance Coin,BNB,0.5405
2019-01-01,312.1973,49951567437.31,60257133.71,Binance Coin,BNB,20.1663
2019-02-01,313.2633,50122129882.08,313254534.96,Binance Coin,BNB,0.3415
2019-03-01,327.5885,52414153107.79,985892021.42,Binance Coin,BNB,4.5729
2019-04-01,294.6328,47141242680.15,172489810.48,Binance Coin,BNB,-10.0601
2019-05-01,283.5503,45368041027.89,724893659.58,Binance Coin,BNB,-3.7615
2019-06-01,310.713,49714083713.05,422429625.98,Binance Coin,BNB,9.5795
2019-07-01,282.5924,45214783711.89,276542381.85,Binance Coin,BNB,-9.0504
2019-08-01,292.9311,46868983193.41,912691126.8,Binance Coin,BNB,3.6585
2019-09-01,322.2789,51564631613.97,607981089.87,Binance Coin,BNB,10.0187
2019-10-01,276.1823,44189170308.0,372834200.57,Binance Coin,BNB,-14.3033
2019-11-01,313.853,50216476017.62,124953172.62,Binance Coin,BNB,13.6398
2019-12-01,280.2111,44833772290.9,982287941.03,Binance Coin,BNB,-10.719
2020-01-01,380.2483,60839735619.6,302938604.77,Binance Coin,BNB,35.7007
2020-02-01,329.3637,52698185206.45,582877881.57,Binance Coin,BNB,-13.382
2020-03-01,348.2497,55719955542.42,218443477.77,Binance Coin,BNB,5.7341
2020-04-01,315.9695,50555120360.6,519819160.65,Binance Coin,BNB,-9.2693
2020-05-01,322.6613,51625802408.26,654244711.65,Binance Coin,BNB,2.1179
2020-06-01,365.5382,58486115510.03,936947656.89,Binance Coin,BNB,13.2885
2020-07-01,364.585,58333606298.8,441736925.39,Binance Coin,BNB,-0.2608
2020-08-01,363.1992,58111870725.03,514635757.47,Binance Coin,BNB,-0.3801
2020-09-01,366.9883,58718126736.64,608716202.07,Binance Coin,BNB,1.0433
2020-10-01,356.0454,56967263189.63,179427719.09,Binance Coin,BNB,-2.9818
2020-11-01,379.5944,60735109123.2,857619754.08,Binance Coin,BNB,6.6141
2020-12-01,333.9069,53425097615.0,772416115.16,Binance Coin,BNB,-12.0359
2021-01-01,949.9029,151984463886.36,836827157.45,Binance Coin,BNB,184.4814
2021-02-01,966.3178,154610854928.16,207136482.22,Binance Coin,BNB,1.7281
2021-03-01,964.1922,154270745064.67,17353571.77,Binance Coin,BNB,-0.22
2021-04-01,990.8431,158534892850.2,274375223.42,Binance Coin,BNB,2.7641
2021-05-01,944.7273,151156369384.62,106635111.89,Binance Coin,BNB,-4.6542
2021-06-01,950.2996,152047934645.15,666572452.93,Binance Coin,BNB,0.5898
2021-07-01,922.5519,147608307356.94,350619137.93,Binance Coin,BNB,-2.9199
2021-08-01,1046.9655,167514475713.71,259282562.71,Binance Coin,BNB,13.4858
2021-09-01,953.2838,152525402789.58,45667249.18,Binance Coin,BNB,-8.9479
2021-10-01,969.3898,155102361449.16,57148866.14,Binance Coin,BNB,1.6895
2021-11-01,1001.1289,160180629343.98,941200622.0,Binance Coin,BNB,3.2741
2021-12-01,1021.7621,163481943416.77,750656561.32,Binance Coin,BNB,2.061
2022-01-01,630.6615,100905847021.44,917875953.23,Binance Coin,BNB,-38.2771
2022-02-01,574.3638,91898203875.64,106240040.53,Binance Coin,BNB,-8.9268
2022-03-01,646.6747,103467958511.5,274572971.71,Binance Coin,BNB,12.5898
2022-04-01,557.0198,89123167207.64,772341195.96,Binance Coin,BNB,-13.864
2022-05-01,585.3015,93648232012.72,800845862.68,Binance Coin,BNB,5.0773
2022-06-01,541.7942,86687064785.98,52151503.22,Binance Coin,BNB,-7.4333
2022-07-01,580.2627,92842034795.53,908920089.97,Binance Coin,BNB,7.1002
2022-08-01,607.3127,97170036954.59,290029550.45,Binance Coin,BNB,4.6617
2022-09-01,626.6914,100270617653.67,131056677.93,Binance Coin,BNB,3.1909
2022-10-01,542.7357,86837719348.62,217974307.01,Binance Coin,BNB,-13.3966
2022-11-01,578.8442,92615069912.19,801680603.44,Binance Coin,BNB,6.653
2022-12-01,635.2995,101647921027.3,61538755.95,Binance Coin,BNB,9.7531
2023-01-01,703.4029,112544462454.65,879431565.39,Binance Coin,BNB,10.7199
2023-02-01,663.7931,106206897494.3,189185303.76,Binance Coin,BNB,-5.6312
2023-03-01,648.2345,103717515397.34,490100306.92,Binance Coin,BNB,-2.3439
2023-04-01,727.6674,116426784337.06,92220673.47,Binance Coin,BNB,12.2537
2023-05-01,758.6802,121388837855.56,194224461.91,Binance Coin,BNB,4.262
2023-06-01,711.1081,113777302136.05,434378420.52,Binance Coin,BNB,-6.2704
2023-07-01,722.5358,115605724271.0,607437746.78,Binance Coin,BNB,1.607
2023-08-01,713.4749,114155983368.4,279202375.59,Binance Coin,BNB,-1.254
2023-09-01,634.0629,101450058900.05,926158412.76,Binance Coin,BNB,-11.1303
2023-10-01,653.4561,104552978978.71,348690562.29,Binance Coin,BNB,3.0586
2023-11-01,650.0561,104008976669.46,887081953.92,Binance Coin,BNB,-0.5203
2023-12-01,668.0632,106890105486.8,360019416.26,Binance Coin,BNB,2.7701
2024-01-01,803.8205,128611272371.7,724833813.72,Binance Coin,BNB,20.321
2024-02-01,756.6932,121070911318.77,236747417.23,Binance Coin,BNB,-5.8629
2024-03-01,732.673,117227685439.64,62007046.08,Binance Coin,BNB,-3.1744
2024-04-01,739.0177,118242830478.85,622851982.53,Binance Coin,BNB,0.866
2024-05-01,778.5026,124560420977.08,274225548.7,Binance Coin,BNB,5.3429
2024-06-01,712.4984,113999744785.47,32002967.46,Binance Coin,BNB,-8.4784
2024-07-01,720.8689,115339017372.88,514083166.47,Binance Coin,BNB,1.1748
2024-08-01,709.5393,113526287505.89,370224183.42,Binance Coin,BNB,-1.5717
2024-09-01,756.7327,121077236586.31,702543561.04,Binance Coin,BNB,6.6513
2024-10-01,766.9822,122717155036.02,316484112.25,Binance Coin,BNB,1.3544
2024-11-01,743.7057,118992910600.84,104047666.16,Binance Coin,BNB,-3.0348
2024-12-01,728.5443,116567095319.46,353137048.37,Binance Coin,BNB,-2.0386
2025-01-01,856.1543,136984692678.32,136989928.51,Binance Coin,BNB,17.5157
2025-02-01,839.3817,134301075297.95,763218029.96,Binance Coin,BNB,-1.9591
2025-03-01,843.8158,135010525859.33,480566969.36,Binance Coin,BNB,0.5283
2025-04-01,738.8616,118217861780.88,182874795.3,Binance Coin,BNB,-12.438
2025-05-01,765.4943,122479088117.04,861885946.31,Binance Coin,BNB,3.6046
2025-06-01,791.5928,126654840537.48,467540045.28,Binance Coin,BNB,3.4094
2025-07-01,756.6327,121061235812.48,237127932.38,Binance Coin,BNB,-4.4164
2025-08-01,789.6701,126347212404.79,483630609.53,Binance Coin,BNB,4.3664
2025-09-01,810.7544,129720696379.66,738169246.35,Binance Coin,BNB,2.67
2025-10-01,825.0676,132010820598.7,186123380.76,Binance Coin,BNB,1.7654
2025-11-01,840.3666,134458653914.54,904359450.16,Binance Coin,BNB,1.8543
2025-12-01,788.6499,126183985418.14,979442127.64,Binance Coin,BNB,-6.1541
2026-01-01,788.7528,126200444769.84,619248559.2,Binance Coin,BNB,0.013
2026-02-01,884.4665,141514636525.24,756290264.29,Binance Coin,BNB,12.1348
2026-03-01,916.7624,146681984145.62,605880407.89,Binance Coin,BNB,3.6515
2026-04-01,850.1031,136016496489.53,863588019.31,Binance Coin,BNB,-7.2712
2026-05-01,778.9527,124632425335.5,452924994.06,Binance Coin,BNB,-8.3696
2026-06-01,895.0609,143209738147.35,191960881.68,Binance Coin,BNB,14.9057
2026-07-01,806.2846,129005539952.54,74083245.75,Binance Coin,BNB,-9.9185
2026-08-01,897.2755,143564072181.13,848084902.12,Binance Coin,BNB,11.2852
2026-09-01,834.7239,133555819556.56,906347618.88,Binance Coin,BNB,-6.9713
2026-10-01,801.4857,128237717685.73,637667862.17,Binance Coin,BNB,-3.9819
2026-11-01,894.3689,143099025646.27,683675520.9,Binance Coin,BNB,11.5889
2026-12-01,832.1864,133149826178.75,665945611.77,Binance Coin,BNB,-6.9527
2014-01-01,0.0213,1062692691.16,662632772.68,Ripple,XRP,0.0
2014-02-01,0.0215,1072937130.76,272461311.37,Ripple,XRP,0.964
2014-03-01,0.0213,1062724783.38,863577711.82,Ripple,XRP,-0.9518
2014-04-01,0.021,1047582691.63,232273803.23,Ripple,XRP,-1.4248
2014-05-01,0.0217,1083736737.61,312095635.85,Ripple,XRP,3.4512
2014-06-01,0.0214,1067946256.48,933157005.42,Ripple,XRP,-1.457
2014-07-01,0.0209,1045483454.55,910147272.56,Ripple,XRP,-2.1034
2014-08-01,0.0191,955399042.94,138563719.3,Ripple,XRP,-8.6165
2014-09-01,0.0183,917240105.96,210598908.97,Ripple,XRP,-3.994
2014-10-01,0.0212,1058836288.15,945686122.1,Ripple,XRP,15.4372
2014-11-01,0.0211,1053554169.58,235300953.59,Ripple,XRP,-0.4989
2014-12-01,0.0193,966580671.85,327909813.48,Ripple,XRP,-8.2552
2015-01-01,0.0196,979658850.99,885084490.73,Ripple,XRP,1.353
2015-02-01,0.0201,1006857603.11,139941452.49,Ripple,XRP,2.7763
2015-03-01,0.0218,1091700357.82,369346650.41,Ripple,XRP,8.4265
2015-04-01,0.0198,988767805.76,39786999.03,Ripple,XRP,-9.4286
2015-05-01,0.0211,1054205709.87,570222605.86,Ripple,XRP,6.6181
2015-06-01,0.0228,1137974369.15,24920629.73,Ripple,XRP,7.9461
2015-07-01,0.0202,1010916207.13,609060597.07,Ripple,XRP,-11.1653
2015-08-01,0.0193,962521102.52,377160775.72,Ripple,XRP,-4.7873
2015-09-01,0.023,1148025096.98,575874540.47,Ripple,XRP,19.2727
2015-10-01,0.0231,1152723501.08,140384053.84,Ripple,XRP,0.4093
2015-11-01,0.0225,1126460649.99,675148413.25,Ripple,XRP,-2.2783
2015-12-01,0.0196,979918531.35,674633898.06,Ripple,XRP,-13.0091
2016-01-01,0.0217,1087021272.0,685550646.93,Ripple,XRP,10.9298
2016-02-01,0.0241,1207252860.19,275089522.48,Ripple,XRP,11.0606
2016-03-01,0.0211,1056492033.44,410578491.46,Ripple,XRP,-12.4879
2016-04-01,0.0209,1047286118.88,334063056.25,Ripple,XRP,-0.8714
2016-05-01,0.0207,1033030254.52,280982298.74,Ripple,XRP,-1.3612
2016-06-01,0.0209,1044517534.15,662901783.64,Ripple,XRP,1.112
2016-07-01,0.02,1002174462.61,751038238.0,Ripple,XRP,-4.0538
2016-08-01,0.0224,1120115489.29,143777062.11,Ripple,XRP,11.7685
2016-09-01,0.0237,1186540233.06,399113224.81,Ripple,XRP,5.9302
2016-10-01,0.0208,1042012247.7,726002856.26,Ripple,XRP,-12.1806
2016-11-01,0.0199,993427789.02,389362147.54,Ripple,XRP,-4.6626
2016-12-01,0.0226,1128203510.26,169769375.37,Ripple,XRP,13.5667
2017-01-01,0.0991,4953027772.75,300908911.48,Ripple,XRP,339.019
2017-02-01,0.0907,4533195064.67,960783414.59,Ripple,XRP,-8.4763
2017-03-01,0.0967,4834094884.66,538719624.48,Ripple,XRP,6.6377
2017-04-01,0.1024,5120403013.37,612591353.93,Ripple,XRP,5.9227
2017-05-01,0.1015,5076303033.0,205010374.59,Ripple,XRP,-0.8613
2017-06-01,0.1027,5135991231.95,717744115.42,Ripple,XRP,1.1758
2017-07-01,0.1059,5297192368.49,312708321.11,Ripple,XRP,3.1387
2017-08-01,0.0921,4604655520.99,71258490.64,Ripple,XRP,-13.0737
2017-09-01,0.0969,4842565719.55,405863127.01,Ripple,XRP,5.1667
2017-10-01,0.1036,5181686287.11,338722825.72,Ripple,XRP,7.0029
2017-11-01,0.0918,4587504337.03,582868012.16,Ripple,XRP,-11.467
2017-12-01,0.1014,5072219876.56,980652974.7,Ripple,XRP,10.566
2018-01-01,0.0542,2708705659.06,266508162.1,Ripple,XRP,-46.5972
2018-02-01,0.0464,2319706328.38,539907773.8,Ripple,XRP,-14.3611
2018-03-01,0.0529,2644107958.38,16020855.04,Ripple,XRP,13.9846
2018-04-01,0.0471,2353181685.25,193346137.49,Ripple,XRP,-11.0028
2018-05-01,0.0465,2327069689.98,426674819.62,Ripple,XRP,-1.1096
2018-06-01,0.0496,2480521468.9,573818016.08,Ripple,XRP,6.5942
2018-07-01,0.0507,2533574139.71,397523139.32,Ripple,XRP,2.1388
2018-08-01,0.047,2348197147.6,984521958.19,Ripple,XRP,-7.3168
2018-09-01,0.0452,2259171339.91,769914041.85,Ripple,XRP,-3.7912
2018-10-01,0.052,2599373487.46,716312683.42,Ripple,XRP,15.0587
2018-11-01,0.0541,2703696870.44,16921390.7,Ripple,XRP,4.0134
2018-12-01,0.0465,2325106121.61,357256491.37,Ripple,XRP,-14.0027
2019-01-01,0.0572,2861762586.43,370438036.01,Ripple,XRP,23.0809
2019-02-01,0.0546,2731605376.37,596514601.16,Ripple,XRP,-4.5481
2019-03-01,0.0559,2795507856.2,64255171.46,Ripple,XRP,2.3394
2019-04-01,0.0567,2835525812.34,483447972.81,Ripple,XRP,1.4315
2019-05-01,0.0564,2818477416.46,373794440.06,Ripple,XRP,-0.6012
2019-06-01,0.0563,2817263635.6,847740264.7,Ripple,XRP,-0.0431
2019-07-01,0.0562,2810075231.96,203761434.11,Ripple,XRP,-0.2552
2019-08-01,0.06,3000923477.03,119253713.39,Ripple,XRP,6.7916
2019-09-01,0.0598,2989765735.95,324012352.07,Ripple,XRP,-0.3718
2019-10-01,0.0583,2914372397.94,860206088.02,Ripple,XRP,-2.5217
2019-11-01,0.055,2748801076.89,1816325.69,Ripple,XRP,-5.6812
2019-12-01,0.0618,3090574144.15,884965878.03,Ripple,XRP,12.4335
2020-01-01,0.0711,3554711375.51,41633616.28,Ripple,XRP,15.0178
2020-02-01,0.0725,3626479959.98,537688685.01,Ripple,XRP,2.019
2020-03-01,0.0673,3363510882.66,187432886.52,Ripple,XRP,-7.2514
2020-04-01,0.0683,3417374895.36,271184877.44,Ripple,XRP,1.6014
2020-05-01,0.077,3847820818.27,991362436.61,Ripple,XRP,12.5958
2020-06-01,0.0683,3417105326.28,924646912.46,Ripple,XRP,-11.1938
2020-07-01,0.0765,3825807995.68,24943805.03,Ripple,XRP,11.9605
2020-08-01,0.0732,3660498279.07,686572187.96,Ripple,XRP,-4.3209
2020-09-01,0.0769,3842574902.71,110676470.52,Ripple,XRP,4.9741
2020-10-01,0.0754,3767884985.28,58003738.16,Ripple,XRP,-1.9437
2020-11-01,0.069,3451725510.35,370057044.67,Ripple,XRP,-8.3909
2020-12-01,0.0668,3341380291.07,349086227.18,Ripple,XRP,-3.1968
2021-01-01,0.1822,9109215271.57,485422521.66,Ripple,XRP,172.6183
2021-02-01,0.2119,10594663932.05,475547649.71,Ripple,XRP,16.3071
2021-03-01,0.1964,9820481160.67,840192938.45,Ripple,XRP,-7.3073
2021-04-01,0.192,9599084359.1,836818210.91,Ripple,XRP,-2.2544
2021-05-01,0.1888,9439310792.69,916152454.96,Ripple,XRP,-1.6645
2021-06-01,0.2099,10496145827.86,54658600.45,Ripple,XRP,11.1961
2021-07-01,0.1858,9292148887.47,186538026.75,Ripple,XRP,-11.4708
2021-08-01,0.205,10251943955.08,986351014.66,Ripple,XRP,10.3291
2021-09-01,0.2117,10583567700.07,571001585.44,Ripple,XRP,3.2347
2021-10-01,0.2163,10813246982.19,204911945.36,Ripple,XRP,2.1701
2021-11-01,0.1916,9577724802.77,669287866.79,Ripple,XRP,-11.426
2021-12-01,0.1912,9559906082.92,6691608.28,Ripple,XRP,-0.186
2022-01-01,0.1297,6483892179.81,212962980.98,Ripple,XRP,-32.1762
2022-02-01,0.1181,5904887726.97,903639508.32,Ripple,XRP,-8.9299
2022-03-01,0.1103,5512927125.33,926555694.72,Ripple,XRP,-6.6379
2022-04-01,0.1137,5686680245.95,538978182.59,Ripple,XRP,3.1517
2022-05-01,0.1307,6533955429.5,366594115.82,Ripple,XRP,14.8993
2022-06-01,0.1283,6416228705.73,905815978.68,Ripple,XRP,-1.8018
2022-07-01,0.118,5898311689.93,300469471.49,Ripple,XRP,-8.072
2022-08-01,0.1198,5988571045.58,924388894.67,Ripple,XRP,1.5303
2022-09-01,0.1186,5930406702.66,654112856.47,Ripple,XRP,-0.9713
2022-10-01,0.1098,5491152103.0,977221799.84,Ripple,XRP,-7.4068
2022-11-01,0.1121,5607347448.8,531576355.75,Ripple,XRP,2.116
2022-12-01,0.1174,5868688163.27,857565459.57,Ripple,XRP,4.6607
2023-01-01,0.1506,7532166528.33,384804157.79,Ripple,XRP,28.345
2023-02-01,0.1273,6364137484.14,187691652.13,Ripple,XRP,-15.5072
2023-03-01,0.1388,6939350045.66,459156385.4,Ripple,XRP,9.0383
2023-04-01,0.1426,7129856458.15,427473269.37,Ripple,XRP,2.7453
2023-05-01,0.154,7698276444.32,334521592.47,Ripple,XRP,7.9724
2023-06-01,0.1351,6752552710.24,894637785.16,Ripple,XRP,-12.2849
2023-07-01,0.1427,7133364071.35,545838247.87,Ripple,XRP,5.6395
2023-08-01,0.1325,6623668418.25,108522479.03,Ripple,XRP,-7.1452
2023-09-01,0.1348,6739960371.3,376964337.11,Ripple,XRP,1.7557
2023-10-01,0.1332,6661246391.75,923392413.52,Ripple,XRP,-1.1679
2023-11-01,0.1269,6347272441.31,489771230.97,Ripple,XRP,-4.7134
2023-12-01,0.128,6399629787.72,72879185.56,Ripple,XRP,0.8249
2024-01-01,0.1506,7527901826.81,242253438.57,Ripple,XRP,17.6303
2024-02-01,0.1634,8167749095.5,509998608.13,Ripple,XRP,8.4997
2024-03-01,0.1435,7176454045.55,950589995.6,Ripple,XRP,-12.1367
2024-04-01,0.1582,7910022086.0,655672097.72,Ripple,XRP,10.2219
2024-05-01,0.1409,7046427753.36,319964911.42,Ripple,XRP,-10.9177
2024-06-01,0.1619,8092907715.6,972976720.13,Ripple,XRP,14.8512
2024-07-01,0.14,6999421526.26,223666453.64,Ripple,XRP,-13.5117
2024-08-01,0.1482,7408022551.93,188426054.21,Ripple,XRP,5.8376
2024-09-01,0.141,7049078599.53,121853268.76,Ripple,XRP,-4.8453
2024-10-01,0.1537,7683429350.59,156038473.14,Ripple,XRP,8.9991
2024-11-01,0.1391,6956932708.26,717002716.06,Ripple,XRP,-9.4554
2024-12-01,0.1562,7812366545.55,866495088.5,Ripple,XRP,12.2961
2025-01-01,0.1678,8387606464.37,684276214.35,Ripple,XRP,7.3632
2025-02-01,0.1757,8786658387.72,924957035.54,Ripple,XRP,4.7576
2025-03-01,0.1731,8653775918.93,478132748.44,Ripple,XRP,-1.5123
2025-04-01,0.1441,7205487290.98,327377232.21,Ripple,XRP,-16.7359
2025-05-01,0.162,8098860563.93,382554479.83,Ripple,XRP,12.3985
2025-06-01,0.1547,7735879028.25,413857744.13,Ripple,XRP,-4.4819
2025-07-01,0.1608,8039517888.17,692252533.49,Ripple,XRP,3.9251
2025-08-01,0.1732,8662336262.73,918660365.13,Ripple,XRP,7.747
2025-09-01,0.1509,7543229193.55,591557065.74,Ripple,XRP,-12.9192
2025-10-01,0.1601,8006949831.36,51842715.03,Ripple,XRP,6.1475
2025-11-01,0.1595,7976338007.67,96758317.91,Ripple,XRP,-0.3823
2025-12-01,0.1683,8416974860.43,852436054.51,Ripple,XRP,5.5243
2026-01-01,0.1611,8053227006.83,410908258.61,Ripple,XRP,-4.3216
2026-02-01,0.1868,9342057453.02,465542262.39,Ripple,XRP,16.0039
2026-03-01,0.1702,8511059178.21,872607519.55,Ripple,XRP,-8.8952
2026-04-01,0.16,8000589778.24,749614602.76,Ripple,XRP,-5.9977
2026-05-01,0.1803,9017156669.21,668188064.97,Ripple,XRP,12.7061
2026-06-01,0.1777,8884264641.33,391929356.79,Ripple,XRP,-1.4738
2026-07-01,0.1552,7759874450.25,134507958.15,Ripple,XRP,-12.656
2026-08-01,0.1802,9010311669.97,316738372.17,Ripple,XRP,16.1141
2026-09-01,0.1559,7793260983.54,101850759.93,Ripple,XRP,-13.5073
2026-10-01,0.1672,8361910383.12,66423714.57,Ripple,XRP,7.2967
2026-11-01,0.1688,8437909950.12,324471914.54,Ripple,XRP,0.9089
2026-12-01,0.1826,9132392570.57,89189469.42,Ripple,XRP,8.2305
2014-01-01,0.0106,372143037.59,993295299.78,Cardano,ADA,0.0
2014-02-01,0.0097,340567808.68,176421695.13,Cardano,ADA,-8.4847
2014-03-01,0.0104,365561578.35,453837372.84,Cardano,ADA,7.3389
2014-04-01,0.0093,327140025.21,439096831.92,Cardano,ADA,-10.5103
2014-05-01,0.0095,331770163.46,157767194.37,Cardano,ADA,1.4153
2014-06-01,0.0096,334519140.89,944956520.45,Cardano,ADA,0.8286
2014-07-01,0.0107,374680956.77,910811750.9,Cardano,ADA,12.0058
2014-08-01,0.0094,330596482.56,682515570.73,Cardano,ADA,-11.7659
2014-09-01,0.0099,345696541.86,483455527.47,Cardano,ADA,4.5675
2014-10-01,0.0091,319983159.48,965428580.55,Cardano,ADA,-7.4381
2014-11-01,0.0107,375865564.56,540262662.76,Cardano,ADA,17.4642
2014-12-01,0.0091,318139610.47,197864572.41,Cardano,ADA,-15.3581
2015-01-01,0.0108,377425410.94,111579628.44,Cardano,ADA,18.6352
2015-02-01,0.0105,368183283.81,538019467.56,Cardano,ADA,-2.4487
2015-03-01,0.011,385284875.17,899238637.59,Cardano,ADA,4.6449
2015-04-01,0.0097,338021146.54,817339047.52,Cardano,ADA,-12.2672
2015-05-01,0.0104,362756664.61,852938306.49,Cardano,ADA,7.3177
2015-06-01,0.0102,357340595.03,919150842.19,Cardano,ADA,-1.493
2015-07-01,0.0114,398231829.3,620550443.25,Cardano,ADA,11.4432
2015-08-01,0.0114,397555748.6,218755332.05,Cardano,ADA,-0.1698
2015-09-01,0.0096,334891704.78,662595572.05,Cardano,ADA,-15.7623
2015-10-01,0.0101,354709194.19,514690849.95,Cardano,ADA,5.9176
2015-11-01,0.0095,332927821.97,315079193.68,Cardano,ADA,-6.1406
2015-12-01,0.0113,395398143.56,551137515.77,Cardano,ADA,18.7639
2016-01-01,0.0118,413570964.96,97095874.63,Cardano,ADA,4.5961
2016-02-01,0.0104,365266164.85,409632279.45,Cardano,ADA,-11.6799
2016-03-01,0.012,421557878.65,112860088.61,Cardano,ADA,15.4111
2016-04-01,0.01,348323457.94,742156302.32,Cardano,ADA,-17.3723
2016-05-01,0.01,350097582.25,563540265.37,Cardano,ADA,0.5093
2016-06-01,0.0115,403494226.37,740248671.35,Cardano,ADA,15.2519
2016-07-01,0.0113,396653296.79,800769385.79,Cardano,ADA,-1.6954
2016-08-01,0.0118,411896192.26,187607355.76,Cardano,ADA,3.8429
2016-09-01,0.0119,416762962.31,235162263.12,Cardano,ADA,1.1816
2016-10-01,0.0111,389542516.22,460433416.33,Cardano,ADA,-6.5314
2016-11-01,0.0116,405855254.6,290532594.54,Cardano,ADA,4.1877
2016-12-01,0.0101,352157536.16,707371611.8,Cardano,ADA,-13.2308
2017-01-01,0.0527,1844595397.27,816003953.07,Cardano,ADA,423.7984
2017-02-01,0.0515,1803427291.05,606960310.22,Cardano,ADA,-2.2318
2017-03-01,0.046,1608718325.37,2539754.59,Cardano,ADA,-10.7966
2017-04-01,0.0535,1871930246.88,46501936.23,Cardano,ADA,16.3616
2017-05-01,0.0499,1747621904.21,579925820.61,Cardano,ADA,-6.6407
2017-06-01,0.053,1855480258.99,983245303.77,Cardano,ADA,6.1717
2017-07-01,0.0451,1580209499.73,556873530.32,Cardano,ADA,-14.8356
2017-08-01,0.049,1714422122.59,371771856.73,Cardano,ADA,8.4933
2017-09-01,0.0518,1812067537.47,365015651.46,Cardano,ADA,5.6955
2017-10-01,0.0462,1615603594.43,172943725.9,Cardano,ADA,-10.842
2017-11-01,0.0491,1717932984.65,714380786.37,Cardano,ADA,6.3338
2017-12-01,0.0501,1754479623.75,369503041.68,Cardano,ADA,2.1274
2018-01-01,0.0236,824793787.78,640894545.32,Cardano,ADA,-52.9893
2018-02-01,0.0241,841999026.7,312821090.69,Cardano,ADA,2.086
2018-03-01,0.0243,850122224.86,391909057.99,Cardano,ADA,0.9648
2018-04-01,0.0252,882299025.23,195784070.65,Cardano,ADA,3.785
2018-05-01,0.0237,829303164.15,353686512.96,Cardano,ADA,-6.0066
2018-06-01,0.0259,905570877.42,96849015.05,Cardano,ADA,9.1966
2018-07-01,0.0251,878520338.99,618537701.62,Cardano,ADA,-2.9871
2018-08-01,0.0226,791494673.44,891333918.27,Cardano,ADA,-9.9059
2018-09-01,0.0239,837626766.52,565747384.97,Cardano,ADA,5.8285
2018-10-01,0.0231,808510022.28,537132808.77,Cardano,ADA,-3.4761
2018-11-01,0.0262,916956550.25,26950936.47,Cardano,ADA,13.4131
2018-12-01,0.0252,880758737.13,906822432.87,Cardano,ADA,-3.9476
